Temperature,Humidity,Wind_Speed,General_Diffuse_Flows,Diffuse_Flows,Power_Zone_1,Power_Zone_2,Power_Zone_3,Month,Hour
24.02,47.92,4.92,318.8,303.9,31268.57143,21573.41772,22883.34728,7,8
26.19,42.15,4.917,448.2,363.2,33647.84053,23020.25316,25377.74059,7,8
26.87,38.29,4.915,479.6,200.5,34464.31894,23608.86076,26124.85356,7,9
28.07,35.75,4.915,537.2,51.99,35535.94684,25051.89873,26757.48954,7,9
28.82,33.48,4.917,565.9,51.25,36122.7907,25272.1519,27100.9205,7,9
30.16,31.82,4.917,622.8,51.09,37787.6412,25868.35443,27763.68201,7,9
32.39,37.95,4.91,855.0,61.56,43719.86711,27573.41772,31553.4728,7,12
32.53,36.48,4.911,868.0,60.1,44026.04651,27539.24051,31764.35146,7,12
33.82,32.32,4.911,887.0,56.64,41582.99003,27767.08861,32101.75732,7,13
33.46,31.95,4.912,811.0,65.61,42291.0299,27603.79747,31288.3682,7,14
33.24,31.85,4.913,784.0,67.35,42240.0,27337.97468,31053.38912,7,15
32.87,32.15,4.911,767.0,67.31,41799.86711,27220.25316,30866.61088,7,15
33.29,32.12,4.913,645.9,67.36,40345.51495,26418.98734,31312.46862,7,16
31.94,38.01,4.909,207.7,210.3,40581.52824,25674.68354,33023.59833,7,18
31.35,40.21,4.908,178.1,180.8,40721.86047,25811.39241,33758.66109,7,19
27.45,42.98,4.925,0.102,0.089,33348.03987,21193.67089,28131.21339,7,1
22.84,62.29,4.912,0.102,0.093,29463.3887,19568.35443,24600.50209,7,4
22.42,60.79,4.912,0.084,0.107,24596.41196,15945.56962,18756.15063,7,5
22.05,59.72,4.911,26.86,23.88,24507.10963,16579.74684,19093.55649,7,6
22.5,57.95,4.911,184.3,162.7,29361.3289,19868.35443,21027.61506,7,7
26.78,53.52,4.917,461.1,124.3,34617.40864,23965.82278,25450.04184,7,9
29.1,47.88,4.91,599.7,124.6,37302.85714,26005.06329,27685.35565,7,10
29.65,49.62,4.911,747.0,132.6,40371.0299,27968.35443,29703.76569,7,11
30.49,52.63,0.067,806.0,140.2,40020.19934,28393.67089,31661.92469,7,14
30.53,51.69,0.067,793.0,141.9,39962.7907,28196.20253,31643.84937,7,14
30.66,51.72,0.067,764.0,140.0,39803.32226,27778.48101,31354.64435,7,15
30.8,51.76,0.067,713.0,138.5,39490.76412,27364.55696,31041.33891,7,15
31.3,39.08,0.066,61.99,51.68,48408.2392,32601.26582,43398.82845,7,20
31.19,40.01,0.071,36.27,29.72,48657.00997,32479.74684,43663.93305,7,20
30.59,40.81,0.069,7.04,5.936,48663.3887,32365.82278,43398.82845,7,20
29.54,47.65,0.068,0.256,0.204,48452.89037,31830.37975,42940.9205,7,20
27.76,55.99,0.065,0.124,0.044,47642.7907,31340.50633,41627.4477,7,21
26.95,53.48,0.066,0.124,0.07,45225.24917,30368.35443,39892.21757,7,22
26.44,55.05,0.081,0.088,0.13,41563.85382,28184.81013,37048.3682,7,23
26.57,52.58,0.075,0.099,0.1,34719.46844,24068.35443,30752.13389,7,0
27.7,42.88,0.075,0.106,0.063,33048.2392,23130.37975,29396.48536,7,0
27.31,44.98,0.079,0.084,0.107,28838.27243,19416.4557,24016.06695,7,3
25.42,49.62,0.078,0.099,0.159,22976.21262,15318.98734,18015.06276,7,5
27.06,42.18,0.076,115.3,96.8,26586.57807,18770.88608,19485.18828,7,7
29.16,37.55,0.078,386.3,235.8,32384.8505,23054.43038,24582.42678,7,8
31.44,30.78,0.077,511.5,130.2,34566.37874,24436.70886,25956.15063,7,9
35.82,24.18,0.077,732.0,116.8,38380.86379,26874.68354,29251.88285,7,11
39.74,14.47,0.069,834.0,88.9,38323.45515,27037.97468,29553.13808,7,14
39.51,13.97,0.069,725.0,89.2,37506.97674,26441.77215,29257.90795,7,15
38.39,16.94,0.069,418.7,101.2,35969.701,25424.05063,30324.35146,7,17
37.7,14.17,2.918,296.3,287.8,36192.95681,25070.88608,31402.84519,7,18
33.04,23.34,4.913,0.11,0.119,47579.00332,30596.20253,42193.80753,7,21
32.86,23.41,4.915,0.102,0.1,47317.47508,30546.83544,41904.60251,7,21
28.64,29.21,4.908,0.102,0.119,38553.0897,26548.10127,34987.78243,7,23
27.17,30.54,4.908,0.11,0.082,31657.67442,21850.63291,28215.56485,7,1
28.32,31.94,4.906,0.088,0.137,30790.16611,21140.50633,27215.39749,7,1
27.73,27.91,4.911,0.077,0.141,29354.95017,20008.86076,24901.75732,7,2
27.65,27.18,4.904,0.113,0.093,29189.10299,19830.37975,24498.07531,7,3
24.48,42.32,4.907,207.4,191.6,26140.06645,18402.53165,21184.26778,7,7
25.79,38.45,4.914,267.2,248.2,27313.75415,19063.29114,21913.30544,7,8
31.6,34.45,4.909,605.8,59.6,34540.86379,24144.3038,27516.65272,7,9
31.19,48.38,4.908,677.3,60.45,36071.7608,24801.26582,28733.72385,7,10
31.08,56.56,4.911,856.0,76.9,38961.3289,26551.89873,32493.38912,7,13
32.38,50.55,4.909,649.3,81.0,36977.54153,25120.25316,31583.59833,7,16
32.8,49.32,4.906,473.9,74.8,36416.21262,24410.12658,31921.00418,7,17
28.63,69.42,4.907,41.64,40.8,47827.77409,31800.0,46073.9749,7,20
28.19,71.4,4.908,1.338,1.167,48274.28571,31864.55696,46116.15063,7,20
26.46,34.21,4.908,0.073,0.126,41161.99336,27353.16456,38590.79498,7,23
26.89,31.41,4.914,0.08,0.126,37794.01993,25644.3038,36379.58159,7,23
25.44,34.74,4.913,0.102,0.111,34674.81728,24075.94937,33222.42678,7,0
24.24,40.45,4.909,0.099,0.122,28825.51495,19055.6962,25751.29707,7,2
24.02,39.01,4.907,0.084,0.126,28800.0,18873.41772,25552.46862,7,3
21.97,53.52,4.911,0.417,0.396,22140.59801,12926.58228,18069.2887,7,6
22.75,57.29,4.907,63.2,57.89,23212.22591,14753.16456,19906.94561,7,6
26.25,44.25,4.908,469.1,59.69,28225.91362,19078.48101,25733.22176,7,9
32.13,30.25,4.906,882.0,46.54,35236.14618,24174.68354,32312.63598,7,12
31.69,35.18,4.908,711.0,36.12,34209.16944,22613.92405,31866.77824,7,16
31.33,34.48,4.907,691.0,34.42,34017.80731,22640.50633,32089.70711,7,16
31.29,34.95,4.908,667.9,33.45,34534.48505,22837.97468,32198.159,7,16
30.77,30.48,4.908,322.5,342.7,34081.59468,23175.94937,33481.50628,7,18
26.62,54.12,4.908,0.223,0.226,47610.89701,31029.11392,45905.27197,7,20
24.55,60.32,4.906,0.084,0.1,38572.22591,26825.31646,36355.48117,7,23
24.43,60.19,4.905,0.073,0.144,33086.51163,22629.11392,30348.45188,7,1
25.52,49.32,4.907,0.113,0.1,30311.7608,20737.97468,26829.79079,7,2
24.1,61.26,4.905,0.062,0.104,24564.51827,16530.37975,19569.53975,7,5
24.08,60.36,4.903,0.102,0.13,24577.27575,16556.96203,19003.17992,7,5
23.64,61.79,4.91,88.8,82.4,27677.34219,18797.46835,21130.04184,7,7
25.05,60.33,4.907,336.4,323.9,32104.18605,22617.72152,24919.83264,7,8
28.81,48.89,4.908,782.0,39.44,41225.78073,33524.05063,27860.08368,7,11
30.81,41.75,4.909,864.0,37.47,42916.14618,34264.55696,29577.23849,7,12
33.23,32.28,4.905,850.0,39.54,42622.72425,34929.11392,30474.97908,7,14
22.8,53.05,4.907,0.091,0.119,33290.63123,23654.43038,30481.00418,7,1
22.59,53.92,4.904,0.08,0.156,32927.04319,23384.81013,29932.71967,7,1
22.43,58.95,4.907,0.073,0.137,31262.19269,21979.74684,27866.10879,7,2
21.58,61.32,4.906,0.08,0.119,31357.87375,21618.98734,27251.54812,7,3
20.0,60.59,4.908,0.369,0.33,25323.58804,17870.88608,20401.00418,7,6
20.62,61.63,4.906,220.8,203.5,29169.96678,22025.31646,24570.37657,7,7
21.54,61.46,4.908,250.1,230.9,30994.28571,22598.73418,25082.51046,7,8
26.64,64.83,4.907,708.0,58.96,41110.96346,29483.5443,32210.20921,7,10
27.84,57.8,4.907,825.0,61.44,43158.53821,30736.70886,33752.63598,7,11
28.97,47.29,4.911,823.0,58.45,42673.75415,29821.51899,33415.23013,7,14
25.47,66.89,4.908,0.077,0.093,49537.27575,32958.22785,45399.16318,7,21
25.3,68.49,4.908,0.069,0.119,49243.85382,32908.86076,45091.88285,7,21
25.0,69.42,4.91,0.091,0.141,48931.29568,32502.53165,44832.80335,7,21
22.75,75.4,4.911,0.088,0.104,35427.50831,24588.60759,31631.79916,7,0
22.49,62.46,4.906,0.084,0.137,30879.46844,21144.3038,26251.38075,7,3
22.78,58.26,4.908,0.08,0.096,30037.47508,20081.01266,25088.53556,7,4
22.0,59.9,4.909,0.289,0.27,25916.81063,17232.91139,20256.40167,7,6
21.93,59.96,4.907,73.6,64.55,28398.13953,18831.64557,20786.61088,7,7
22.2,57.63,4.904,128.2,114.9,28978.60465,19632.91139,21334.8954,7,7
22.99,55.59,4.909,254.8,233.9,31223.92027,21197.46835,23172.5523,7,8
24.68,54.26,4.906,352.3,294.0,33067.37542,22500.0,24449.87448,7,8
25.4,51.36,4.904,383.9,178.3,33851.96013,23084.81013,25154.81172,7,8
26.18,49.62,4.906,416.5,79.4,34419.66777,23597.46835,25775.39749,7,8
31.98,31.52,4.905,673.2,56.95,39867.10963,27748.10127,30179.74895,7,10
33.95,30.88,4.907,772.0,57.61,41474.5515,28997.46835,31463.09623,7,11
34.25,35.95,4.909,869.0,64.57,42246.37874,30094.93671,33843.01255,7,13
34.25,34.62,4.91,866.0,65.08,42342.0598,30026.58228,33945.43933,7,13
34.44,33.72,4.907,843.0,65.02,42437.74086,30486.07595,33565.85774,7,14
34.67,34.95,4.908,795.0,63.17,41787.10963,29867.08861,32999.49791,7,15
34.8,35.08,4.91,762.0,62.71,41244.91694,29464.55696,32933.22176,7,15
36.25,21.34,4.907,124.4,128.1,42106.04651,29692.40506,40380.25105,7,19
33.15,31.01,4.907,3.4,2.794,50742.85714,34420.25316,47074.14226,7,20
32.64,31.81,4.906,0.819,0.741,50328.2392,34010.12658,46796.98745,7,20
28.32,44.81,4.908,0.095,0.111,43439.20266,29791.13924,38632.97071,7,23
27.89,45.82,4.911,0.091,0.119,41608.50498,28951.89873,37331.54812,7,23
27.44,45.12,4.907,0.084,0.126,38718.93688,27467.08861,35319.16318,7,0
25.52,46.22,4.907,0.095,0.13,31689.56811,22348.10127,27679.33054,7,2
25.52,45.78,4.908,0.117,0.085,31089.96678,21782.27848,26624.93724,7,2
25.28,46.28,4.908,0.117,0.104,31038.93688,21687.34177,26534.56067,7,2
24.42,48.72,4.906,0.069,0.133,30554.15282,21197.46835,25938.07531,7,3
24.06,48.98,4.909,0.077,0.107,31198.40532,21277.21519,25793.4728,7,3
27.41,37.91,4.908,404.1,97.4,34732.22591,25207.59494,25889.87448,7,8
34.56,31.78,4.905,760.0,276.7,42597.2093,30607.59494,33583.93305,7,13
30.45,49.82,4.906,411.2,271.5,42284.65116,30603.79747,32493.38912,7,14
29.53,61.19,4.907,616.7,226.9,41346.97674,29760.75949,32342.76151,7,15
27.93,61.19,4.905,24.64,19.9,51208.50498,34868.35443,47598.32636,7,20
27.69,61.25,4.906,0.537,0.474,50959.73422,34344.3038,46869.2887,7,20
26.81,62.75,4.911,0.073,0.104,49129.03654,32434.17722,44218.24268,7,21
25.15,79.7,4.903,0.095,0.119,38438.27243,26977.21519,35517.99163,7,0
27.53,58.02,4.908,0.121,0.067,34362.25914,24197.46835,30770.20921,7,1
25.25,61.12,4.903,0.113,0.096,26873.62126,18121.51899,21618.07531,7,5
24.96,60.22,4.905,0.095,0.141,25215.1495,16625.31646,17888.53556,7,5
25.49,58.05,4.906,80.8,67.84,27849.56811,19864.55696,20822.76151,7,7
26.51,53.62,4.905,290.9,244.1,33048.2392,23605.06329,24100.41841,7,8
32.78,33.61,4.91,745.0,95.4,41079.06977,30941.77215,31848.70293,7,11
33.33,32.18,4.908,790.0,95.2,42106.04651,31177.21519,32746.44351,7,11
33.85,30.91,4.904,825.0,95.2,41302.32558,30596.20253,33553.80753,7,12
34.27,31.01,4.909,833.0,93.6,40779.2691,30288.60759,33499.58159,7,12
34.87,29.61,4.91,848.0,95.1,40007.44186,29213.92405,33300.75314,7,12
36.04,27.41,4.908,837.0,98.9,41825.38206,30037.97468,33644.1841,7,13
34.83,24.41,4.906,573.5,88.2,40001.06312,28541.77215,32403.01255,7,16
34.22,28.71,4.909,330.7,88.4,39050.63123,28055.6962,28432.46862,7,18
28.86,43.45,4.91,0.611,0.526,49377.80731,34317.72152,40036.82008,7,20
28.73,43.78,4.91,0.106,0.13,49339.53488,33979.74684,39464.43515,7,20
28.33,44.01,4.909,0.091,0.089,48759.06977,33660.75949,38458.24268,7,21
26.41,46.22,4.913,0.073,0.074,42278.27243,29198.73418,33306.77824,7,23
25.81,49.48,4.912,0.08,0.096,40339.13621,28272.1519,31806.5272,7,23
25.63,50.65,4.912,0.113,0.115,37679.20266,27151.89873,30227.94979,7,0
26.63,40.01,4.909,0.121,0.1,31721.46179,22131.64557,23690.7113,7,2
25.23,47.52,4.907,0.088,0.122,28308.83721,18850.63291,19684.01674,7,4
24.93,51.89,4.91,83.3,76.7,27243.58804,18189.87342,17617.40586,7,7
25.85,47.35,4.905,233.2,221.3,29884.38538,20244.3038,19732.21757,7,7
32.0,35.52,4.907,872.0,36.95,41519.20266,28393.67089,27811.88285,7,12
34.29,32.85,4.908,869.0,41.41,41595.74751,27755.6962,28227.61506,7,14
34.17,29.74,4.911,829.0,37.94,40970.63123,27527.8481,28076.98745,7,14
34.02,30.18,4.907,768.0,37.04,40237.07641,27030.37975,27775.73222,7,15
33.55,28.44,4.907,607.4,33.27,39171.82724,26851.89873,28462.59414,7,16
32.73,28.18,4.908,405.1,31.78,39682.12625,26612.65823,28932.5523,7,17
30.33,35.35,4.911,124.7,138.3,43184.05316,29726.58228,36253.05439,7,19
26.54,54.48,4.907,0.135,0.059,49683.98671,33129.11392,40253.72385,7,21
24.72,63.62,4.907,0.106,0.093,43643.32226,29996.20253,34999.83264,7,23
23.84,67.86,4.905,0.084,0.1,36607.57475,25477.21519,30306.27615,7,0
23.55,60.52,4.906,0.095,0.096,32180.7309,22260.75949,25431.96653,7,2
23.95,58.89,4.907,0.121,0.082,30911.36213,20434.17722,22792.97071,7,3
25.33,66.86,4.904,374.8,150.6,31236.67774,21041.77215,24160.66946,7,9
25.98,63.86,4.904,381.4,168.3,32671.89369,21774.68354,24901.75732,7,9
30.59,45.69,4.908,768.0,90.7,36862.72425,25143.03797,28860.25105,7,15
30.29,46.52,4.908,736.0,88.5,36352.42525,25036.70886,28745.77406,7,15
29.72,48.59,4.909,692.9,92.1,36084.51827,24941.77215,28986.77824,7,15
26.4,55.99,4.911,119.0,130.0,40141.39535,28621.51899,37090.54393,7,19
24.12,62.09,4.913,0.095,0.111,48121.19601,32297.46835,39946.44351,7,21
22.29,67.56,4.906,0.08,0.126,33277.87375,23077.21519,26685.18828,7,1
22.11,66.53,4.906,0.069,0.144,30975.1495,20206.32911,21660.25105,7,4
20.49,72.6,4.904,0.687,0.559,26752.42525,17248.10127,17273.9749,7,6
22.05,66.23,4.902,364.5,55.35,33858.33887,24140.50633,22853.22176,7,8
23.96,58.86,4.903,514.6,41.13,36875.48173,26388.60759,25450.04184,7,9
25.7,52.33,4.904,624.8,43.4,39599.20266,27634.17722,25588.61925,7,10
27.23,44.82,4.904,720.0,45.57,41002.52492,29335.44304,26124.85356,7,10
30.65,32.08,4.906,862.0,50.95,43528.50498,30375.94937,29288.03347,7,12
30.8,30.02,4.904,868.0,51.5,43356.27907,30505.06329,29516.98745,7,12
30.88,32.15,4.905,606.0,71.8,40422.0598,28936.70886,28703.59833,7,16
30.44,36.95,4.906,502.6,478.7,39611.96013,28537.97468,30041.17155,7,17
26.33,64.76,4.905,6.578,5.658,50749.23588,34834.17722,41615.39749,7,20
25.35,71.8,4.906,0.113,0.078,48854.75083,32529.11392,38235.31381,7,21
25.4,69.0,4.905,0.102,0.07,47419.53488,31955.6962,37373.72385,7,22
24.95,76.4,4.91,0.051,0.13,39631.09635,27618.98734,32113.80753,7,23
23.86,75.7,4.906,0.062,0.13,31216.51498,20687.6452,23286.77116,8,3
23.9,77.3,4.907,0.091,0.119,27182.59711,17828.93347,19831.97492,8,5
26.78,72.3,4.908,539.4,144.6,37590.23307,26104.75185,24219.68652,8,9
27.33,69.6,4.909,623.0,165.8,40243.28524,27477.08553,25597.99373,8,10
28.59,71.4,4.905,722.0,201.5,41151.07658,28127.13833,27301.31661,8,15
27.23,78.6,4.904,31.87,26.93,49161.37625,33259.13411,38737.05329,8,19
26.02,85.8,4.91,0.069,0.152,30270.36626,21550.58078,24063.19749,8,1
25.81,88.4,4.91,0.077,0.093,29400.9323,20451.95354,22648.77743,8,2
25.27,91.4,4.911,0.08,0.13,29631.07658,20041.39388,21204.26332,8,3
25.05,93.0,4.909,0.161,0.115,24190.72142,16167.68743,16768.40125,8,6
25.18,93.6,4.908,58.42,44.42,31600.08879,21493.55861,21360.75235,8,8
25.23,93.5,4.91,91.5,69.44,36266.90344,24994.72017,24273.8558,8,9
26.78,87.2,4.91,347.9,264.0,42180.33296,29240.97149,28625.45455,8,12
26.84,81.6,4.913,93.2,70.9,41298.11321,29336.00845,25513.73041,8,14
26.67,83.1,4.913,123.3,93.9,40281.64262,28473.07286,25230.84639,8,15
26.59,84.7,4.908,356.8,261.3,39463.35183,27610.13728,24538.68339,8,16
27.88,75.7,4.909,314.9,278.4,39015.84906,27439.07075,26729.52978,8,18
27.64,49.16,4.904,36.4,31.63,49736.73696,34129.67265,36877.24138,8,19
26.83,54.1,4.905,5.411,4.513,49998.84573,34426.18796,37003.63636,8,20
23.95,68.5,4.909,0.044,0.115,32469.52275,22691.02429,24376.17555,8,1
23.84,67.6,4.908,0.066,0.148,31139.80022,21257.86695,22137.17868,8,2
22.77,74.7,4.91,0.073,0.1,29273.07436,19433.15734,19452.78997,8,4
22.58,75.1,4.91,0.044,0.119,25756.98113,16832.94615,17225.83072,8,5
22.44,75.6,4.911,1.346,1.056,25494.87236,16327.34952,14986.83386,8,6
22.35,75.1,4.91,92.5,75.1,28058.42397,18938.96515,16924.89028,8,7
22.53,74.2,4.915,118.3,96.4,28812.78579,19448.36325,17568.90282,8,7
23.21,72.0,4.911,302.4,96.8,32642.13097,22995.14256,20807.02194,8,8
29.15,52.46,4.907,825.0,103.0,41521.86459,33160.29567,24249.78056,8,13
29.63,47.72,4.905,725.0,111.9,40537.35849,30115.31151,26332.2884,8,15
29.98,46.39,4.906,626.1,118.2,39367.45838,29225.76558,26350.34483,8,16
30.15,46.12,4.905,585.5,119.8,38817.66926,28921.64731,26404.51411,8,16
29.39,48.08,4.903,8.88,7.61,49289.23418,36353.53749,38544.45141,8,20
29.16,50.12,4.905,1.024,0.926,49570.52164,36391.55227,38297.68025,8,20
27.88,58.42,4.906,0.106,0.078,48253.58491,35224.49842,37268.46395,8,21
26.02,63.95,4.905,0.106,0.078,44392.27525,32407.60296,34036.36364,8,22
26.7,63.99,4.905,0.106,0.059,41036.00444,30301.58395,31905.70533,8,23
26.86,58.45,4.905,0.095,0.1,40441.46504,30081.0982,31622.82132,8,23
25.77,49.68,4.906,0.106,0.111,30187.2586,22280.46463,22708.96552,8,2
24.17,57.55,4.903,0.091,0.122,27527.81354,20565.99789,19771.78683,8,4
23.02,61.72,4.903,7.59,6.325,25411.76471,18600.63358,16900.81505,8,6
24.69,61.52,4.902,209.2,135.7,31919.73363,24987.11721,21222.31975,8,8
26.06,71.4,4.906,303.4,170.1,33927.10322,26439.28194,22498.30721,8,9
26.15,74.2,4.906,356.6,190.3,35154.5394,27826.82154,23611.78683,8,9
27.38,73.5,4.906,500.8,288.1,41867.08102,31841.18268,27469.84326,8,11
27.01,74.0,4.906,478.8,298.3,40422.28635,31289.96832,27391.59875,8,14
26.75,75.0,4.905,160.8,122.2,41592.18646,30130.51742,26657.30408,8,14
26.76,74.7,4.904,186.8,138.2,41234.18424,30179.93664,26849.90596,8,14
26.93,74.3,4.907,392.6,269.8,40639.64484,28769.58817,26747.58621,8,15
27.25,71.7,4.906,361.4,250.9,40332.78579,28777.19113,27036.48903,8,16
27.31,71.6,4.903,227.0,177.0,39066.99223,28165.15312,27969.40439,8,17
26.36,77.9,4.902,59.86,45.76,46987.79134,33437.80359,37587.46082,8,19
26.45,77.8,4.902,37.69,30.34,49033.51831,34464.20275,38321.75549,8,19
25.16,84.9,4.907,0.062,0.115,46284.5727,31795.56494,34439.62382,8,22
25.16,84.9,4.911,0.088,0.082,45440.71032,31590.28511,34253.04075,8,22
24.54,85.2,4.908,0.084,0.115,30104.15094,21615.20591,22028.84013,8,2
23.92,89.6,4.91,0.318,0.337,25846.48169,17106.65259,15360.0,8,6
24.19,89.5,4.91,1.177,0.897,25980.73252,17323.33685,15498.4326,8,6
28.67,68.46,4.906,685.0,309.0,41106.3263,28598.52165,27072.60188,8,11
29.7,58.65,4.904,718.0,310.5,40773.89567,28845.61774,27517.99373,8,12
28.78,62.92,4.905,316.8,221.7,39674.31743,27469.48258,27132.78997,8,15
29.02,59.02,4.905,130.7,104.1,38434.09545,27233.79092,28342.57053,8,18
27.71,72.0,4.903,64.24,50.68,39782.99667,28130.93981,30425.07837,8,18
25.96,84.7,4.907,0.088,0.156,47831.65372,32970.22175,36022.57053,8,22
25.88,84.4,4.909,0.055,0.148,45881.8202,32308.76452,34951.22257,8,22
25.83,88.6,4.908,0.059,0.163,34483.28524,24223.02006,27138.80878,8,1
27.28,78.0,4.906,0.077,0.133,30781.798,21402.32313,21800.12539,8,3
25.18,88.4,4.911,76.7,57.12,25571.58713,17502.00634,18297.17868,8,7
26.17,85.8,4.91,134.7,98.1,27968.92342,19946.35692,21643.63636,8,8
27.29,81.8,4.907,389.0,214.3,31874.98335,23116.78986,24340.0627,8,9
32.89,57.69,4.904,594.6,183.3,39335.4939,25401.47835,27891.15987,8,13
29.33,69.59,4.905,725.0,174.4,38657.84684,25458.50053,27289.279,8,14
27.96,77.6,4.906,0.117,0.085,44110.98779,34764.51954,38508.33856,8,20
27.71,74.3,4.906,0.135,0.063,41982.15316,33335.16367,35896.17555,8,22
26.65,77.1,4.905,0.058,0.163,32060.37736,24778.0359,26928.15047,8,1
27.38,69.76,4.903,0.066,0.133,31331.58713,23242.23865,23882.63323,8,2
27.89,65.56,4.903,0.091,0.104,29861.22087,22238.64836,21438.99687,8,2
26.92,70.8,4.903,0.066,0.13,29707.79134,22082.78775,20945.45455,8,2
27.12,68.96,4.905,0.099,0.089,29541.57603,21919.32418,20475.98746,8,3
26.2,77.1,4.907,0.102,0.111,29982.6859,22341.28828,20716.73981,8,3
25.58,77.4,4.904,0.11,0.085,26402.66371,21843.29461,20819.05956,8,4
25.84,76.7,4.906,0.084,0.144,25251.94229,21178.0359,20608.40125,8,4
26.07,75.5,4.904,0.091,0.144,25271.12098,19653.64308,19687.52351,8,5
26.35,63.99,4.904,5.886,4.453,26223.6626,19737.27561,16678.11912,8,6
26.42,63.62,4.903,52.24,40.29,28294.96115,21630.41183,18303.19749,8,7
26.33,64.42,4.904,104.4,82.1,29637.46948,22653.0095,19314.35737,8,7
28.62,60.19,4.903,350.1,156.0,36592.94118,28009.2925,24135.4232,8,9
31.04,51.22,4.902,572.6,195.8,39744.63929,28507.28617,25182.69592,8,10
33.19,35.68,4.905,351.8,264.7,44213.27414,30765.36431,27144.82759,8,12
33.81,33.38,4.906,218.1,173.1,43804.12875,30704.54065,27728.65204,8,12
31.36,48.55,4.905,614.8,212.2,42167.54717,31860.19007,24430.34483,8,15
29.89,55.25,4.905,195.9,148.7,40556.53718,32114.88912,25080.37618,8,16
28.94,60.65,4.904,185.7,138.7,40243.28524,29678.1415,27259.18495,8,17
28.62,63.79,4.903,231.5,187.3,40473.42952,28343.8226,29209.279,8,17
28.44,65.92,4.904,225.8,186.5,40313.6071,28340.02112,29696.80251,8,18
27.24,78.0,4.904,1.436,1.159,52204.39512,36129.25026,41018.18182,8,20
26.22,85.7,4.907,0.099,0.115,39731.8535,28400.84477,31063.0721,8,0
26.27,85.2,4.907,0.099,0.141,39092.56382,27876.24076,30485.26646,8,0
26.53,83.2,4.908,0.077,0.126,35998.40178,26279.61985,28192.10031,8,0
25.89,90.1,4.911,0.077,0.148,31312.40844,21676.02957,21703.82445,8,3
25.68,91.5,4.906,0.073,0.148,25904.01776,17722.49208,16876.73981,8,5
25.61,92.0,4.91,0.099,0.159,26249.23418,17456.3886,16413.29154,8,6
25.5,92.5,4.913,0.486,0.374,26952.45283,17726.29356,16431.34796,8,6
25.68,92.6,4.908,25.52,19.13,30922.44173,18528.40549,18381.44201,8,7
25.68,92.5,4.907,34.91,26.13,31005.54939,19383.73812,18736.55172,8,7
25.65,92.2,4.906,85.7,64.72,32514.27303,23242.23865,21493.16614,8,8
25.73,92.0,4.908,105.1,78.8,33383.70699,23763.04118,22010.7837,8,8
26.28,89.8,4.911,196.2,143.0,36803.90677,26195.98733,24641.00313,8,9
26.54,87.7,4.911,218.0,160.9,38095.27192,27150.15839,25266.95925,8,9
26.8,86.1,4.909,244.3,183.2,39591.20977,27746.9905,26085.51724,8,9
27.51,82.8,4.91,331.4,228.8,42666.19312,30164.73073,27602.25705,8,11
28.92,72.9,4.905,499.0,334.0,43810.52164,31054.27666,30130.15674,8,13
28.99,73.3,4.906,700.0,360.0,43663.48502,31156.91658,30075.98746,8,13
29.23,70.6,4.905,754.0,328.3,43394.98335,31145.51214,29750.97179,8,14
29.09,68.09,4.905,333.4,290.6,41048.79023,28533.89652,30569.52978,8,17
29.06,68.05,4.907,314.1,282.5,40818.64595,28381.83738,30846.39498,8,18
29.36,66.22,4.904,220.5,204.2,40850.61043,28488.27878,31279.74922,8,18
27.39,82.3,4.902,23.58,20.08,49915.73807,34133.47413,40151.47335,8,19
26.77,85.2,4.907,0.077,0.122,46495.53829,31936.21964,35733.66771,8,22
26.52,85.8,4.908,0.095,0.119,43113.69589,30054.48786,33903.94984,8,23
25.72,89.5,4.91,0.08,0.089,30385.4384,21295.88173,21709.84326,8,2
25.59,88.0,4.911,0.113,0.115,29458.46837,20170.64414,19224.07524,8,4
26.71,84.1,4.907,266.7,198.2,32258.55716,27667.15945,25272.97806,8,9
26.87,82.7,4.907,270.8,192.7,32993.74029,27940.86589,25658.18182,8,10
27.86,78.9,4.903,349.6,170.7,36759.15649,29450.0528,26368.40125,8,10
28.97,72.0,4.906,731.0,157.3,40320.0,30582.89335,27999.49843,8,11
29.07,71.8,4.909,752.0,162.0,40505.39401,31134.10771,28186.0815,8,11
30.33,65.39,4.906,670.3,238.5,41886.25971,31620.69694,29347.7116,8,12
30.94,62.49,4.905,891.0,221.8,41451.54273,31521.8585,28986.58307,8,14
29.88,65.19,4.904,334.9,212.5,40281.64262,29491.86906,28547.21003,8,16
30.04,63.39,4.908,487.0,256.3,39393.02997,28777.19113,28613.41693,8,17
30.45,64.49,4.905,189.1,182.0,38951.92009,28887.434,30370.90909,8,18
30.02,65.29,4.904,49.28,44.62,45415.13873,32951.21436,37822.19436,8,19
28.31,54.82,4.906,0.102,0.063,39795.78246,29963.25238,32549.71787,8,23
27.72,56.29,4.905,0.117,0.052,33338.95671,25450.89757,27626.33229,8,0
27.64,55.02,4.907,0.117,0.037,30743.44062,23074.9736,24430.34483,8,1
26.66,57.15,4.903,0.102,0.085,28378.06881,21025.97677,21071.84953,8,3
27.02,53.92,4.902,0.113,0.089,28333.31853,20942.34424,20776.9279,8,4
25.54,65.02,4.904,0.08,0.1,23417.18091,17361.35164,15540.56426,8,6
25.3,66.56,4.902,0.417,0.3,23851.89789,17749.10243,16022.06897,8,6
